,playlist_id,playlist_title,playlist_owner_id,playlist_length,playlist_views,video_id,video_title,video_views,video_length,video_desciption,video_keywords,video_rating
21,PLUl4u3cNGP63pfpS1gV5P9tDxxL_e4W8O,"MIT 6.801 Machine Vision, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,23.0,14068.0,x4F1oqm7ETk,"Lecture 22: Exterior Orientation, Recovering Position & Orientation, Bundle Adjustment, Object Shape",2389.0,5550.0,"MIT 6.801 Machine Vision, Fall 2020
Instructor: Berthold Horn
View the complete course: https://ocw.mit.edu/6-801F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63pfpS1gV5P9tDxxL_e4W8O

Today, we focus combining exterior orientation with other photogrammetry techniques for recovering position and orientation, solving the bundle adjustment problem, and determining optimal representations for object shape.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['bundle adjustment', 'extended gaussian 3d', 'rotation consistency', 'translation invariance']",
22,PLUl4u3cNGP63pfpS1gV5P9tDxxL_e4W8O,"MIT 6.801 Machine Vision, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,23.0,14068.0,s9wu_z8EKAc,"Lecture 23: Gaussian Image, Solids of Revolution, Direction Histograms, Regular Polyhedra",2485.0,5395.0,"MIT 6.801 Machine Vision, Fall 2020
Instructor: Berthold Horn
View the complete course: https://ocw.mit.edu/6-801F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63pfpS1gV5P9tDxxL_e4W8O

In this lecture, we cover more on the Gaussian images and extended Gaussian images (EGI), as well as integral Gaussian images, some properties of EGI, and applications of these frameworks.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['density distribution', 'extended gaussian images', 'gaussian curvature', 'solids of revolution']",
0,PLUl4u3cNGP62P75vRBMeDw2yRicNbwRyR,"MIT CMS.S63 Playful Augmented Reality Audio Design Exploration, Fall 2019",UCEBb1b_L6zDS3xTUrIALZOw,6.0,8972.0,f_0NSQj0Dyk,Bose AR Unity Workshop,24673.0,4151.0,"MIT CMS.S63 Playful Augmented Reality Audio Design Exploration, Fall 2019
Instructor: Filip Baba
View the complete course: https://ocw.mit.edu/CMS-S63F19
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP62P75vRBMeDw2yRicNbwRyR

Filip Baba, Senior Developer Advocate at Bose, walks students through a tutorial for creating programs that work with Bose Augmented Reality glasses. 

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['bose corporation', 'augmented reality', 'Bose AR glasses', 'sound design', 'game design']",
1,PLUl4u3cNGP62P75vRBMeDw2yRicNbwRyR,"MIT CMS.S63 Playful Augmented Reality Audio Design Exploration, Fall 2019",UCEBb1b_L6zDS3xTUrIALZOw,6.0,8972.0,Q6i-gekn__8,Example Seminar Discussion (CMS.S63 Playful Augmented Reality Audio Design Exploration),3396.0,2974.0,"MIT CMS.S63 Playful Augmented Reality Audio Design Exploration, Fall 2019
Instructor: Mikael Jakobsson
View the complete course: https://ocw.mit.edu/CMS-S63F19
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP62P75vRBMeDw2yRicNbwRyR

Students discuss two assigned reading papers in class on game design and critique theory.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['game design', 'critique', 'game theory', 'student discussion']",
2,PLUl4u3cNGP62P75vRBMeDw2yRicNbwRyR,"MIT CMS.S63 Playful Augmented Reality Audio Design Exploration, Fall 2019",UCEBb1b_L6zDS3xTUrIALZOw,6.0,8972.0,n7dryYNOA_U,Contributory Audio AR: Practice and Technology,4111.0,3350.0,"MIT CMS.S63 Playful Augmented Reality Audio Design Exploration, Fall 2019
Instructor: Halsey Burgund
View the complete course: https://ocw.mit.edu/CMS-S63F19
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP62P75vRBMeDw2yRicNbwRyR

Artist and technologist Halsey Burgund talks about his work with audio augmented reality and answers questions from students. He includes a video discussing one of his installations at the deCordova Sculpture Park and Museum in Lincoln, MA.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['audio AR', 'contributory audio', 'art installation', 'game design', 'augmented reality']",
3,PLUl4u3cNGP62P75vRBMeDw2yRicNbwRyR,"MIT CMS.S63 Playful Augmented Reality Audio Design Exploration, Fall 2019",UCEBb1b_L6zDS3xTUrIALZOw,6.0,8972.0,hbBGpXBf3Ig,Student Project: 'Going in Blind',5451.0,1264.0,"MIT CMS.S63 Playful Augmented Reality Audio Design Exploration, Fall 2019
Instructor: Gwen Edgar and Rio LaVigne
View the complete course: https://ocw.mit.edu/CMS-S63F19
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP62P75vRBMeDw2yRicNbwRyR

Two students give their end-of-semester presentation on a prototype game they developed using the Bose AR system. They include a short demo and discuss building the prototype.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['game design', 'student projects', 'audio game', 'augmented reality']",
4,PLUl4u3cNGP62P75vRBMeDw2yRicNbwRyR,"MIT CMS.S63 Playful Augmented Reality Audio Design Exploration, Fall 2019",UCEBb1b_L6zDS3xTUrIALZOw,6.0,8972.0,GwmkHdPUl_k,Student Project: 'Night Hunter',11424.0,486.0,"MIT CMS.S63 Playful Augmented Reality Audio Design Exploration, Fall 2019
Instructor: Sophie Clyde and Pablo Villalobos
View the complete course: https://ocw.mit.edu/CMS-S63F19
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP62P75vRBMeDw2yRicNbwRyR

Two students give a brief introduction to their augmented reality game prototype that combines audio and visual clues.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['game design', 'student projects', 'audio game', 'augmented reality']",
5,PLUl4u3cNGP62P75vRBMeDw2yRicNbwRyR,"MIT CMS.S63 Playful Augmented Reality Audio Design Exploration, Fall 2019",UCEBb1b_L6zDS3xTUrIALZOw,6.0,8972.0,yaPEIFAb4W4,Student Project: 'INMUSE',7980.0,689.0,"MIT CMS.S63 Playful Augmented Reality Audio Design Exploration, Fall 2019
Instructor: Charlene Xua and Thérèse Mills
View the complete course: https://ocw.mit.edu/CMS-S63F19
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP62P75vRBMeDw2yRicNbwRyR

Two students present a prototype of their music-generation augmented reality application and discuss their design process. 

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['game design', 'student projects', 'audio game', 'augmented reality']",
0,PLUl4u3cNGP615HAaYHGj9xugSAQay06Je,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016",UCEBb1b_L6zDS3xTUrIALZOw,10.0,30010.0,ow2TNmzadXc,Girls Who Build Cameras Promo,22894.0,153.0,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016
View the complete course: http://ocw.mit.edu/RES-2-006SU16
Instructor: Girls Who Build Cameras Promo

Promotional video for ""Girls Who Build Cameras,"" hosted by MIT Lincoln Laboratory's Beaverworks Center.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['girls who build cameras', 'cameras', 'science', 'engineering', 'filter programming', 'optics', 'sensors', 'MIT Lincoln Laboratory', 'Raspberry Pi']",
1,PLUl4u3cNGP615HAaYHGj9xugSAQay06Je,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016",UCEBb1b_L6zDS3xTUrIALZOw,10.0,30010.0,mTOi3SpJCjw,"Welcome to Girls Who Build Cameras, Summer 2016",8756.0,478.0,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016
View the complete course: http://ocw.mit.edu/RES-2-006SU16
Instructor: Kristen Railey

Talk 1 - Kristen Railey welcomes the students of ""Girls Who Build Cameras"" to the workshop session, hosted by MIT Lincoln Laboratory's Beaverworks Center.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['girls who build cameras', 'cameras']",
2,PLUl4u3cNGP615HAaYHGj9xugSAQay06Je,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016",UCEBb1b_L6zDS3xTUrIALZOw,10.0,30010.0,-4C9-OgKLCY,What Cameras Can Do for You… and How They Do It!,3567.0,1559.0,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016
View the complete course: http://ocw.mit.edu/RES-2-006SU16
Instructor: Kris Clark

Talk 2 - Kris Clark from the Lincoln Laboratory discusses cameras, components of a camera, and details about her project with space cameras.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['cameras', 'space cameras', 'engineering', 'optical engineering', 'signal processing']",
3,PLUl4u3cNGP615HAaYHGj9xugSAQay06Je,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016",UCEBb1b_L6zDS3xTUrIALZOw,10.0,30010.0,bnYD88uNtwY,Engineering M13 Bacteriophage NIR-II Platforms for Tumor Imaging Applications,2706.0,853.0,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016
View the complete course: http://ocw.mit.edu/RES-2-006SU16
Instructor: Uyanga Tsedev

Talk 6 - Uygana Tsedev from the Koch Institute talks about how biological engineering is used to find and image deeply embedded and difficult to reach tumors.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['koch institute', 'biological engineering', 'imaging', 'tumors', 'cancer', 'research']",
4,PLUl4u3cNGP615HAaYHGj9xugSAQay06Je,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016",UCEBb1b_L6zDS3xTUrIALZOw,10.0,30010.0,fp7wylcPRKM,Inspiring the Next Generation: Women's Technology Program at MIT,908.0,494.0,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016
View the complete course: http://ocw.mit.edu/RES-2-006SU16
Instructor: Barbara Hughey, Ph.D.

Barbara Hughey, Ph.D. from the Women's Technology Program at MIT discusses the workshops and programs hosted for high school girls as part of the WTP.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['girls who build', 'women in technology', 'women in STEM', 'MIT', 'science', 'engineering']",
5,PLUl4u3cNGP615HAaYHGj9xugSAQay06Je,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016",UCEBb1b_L6zDS3xTUrIALZOw,10.0,30010.0,KhY97qoDPMg,SWE (Society of Women Engineers),1647.0,546.0,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016
View the complete course: http://ocw.mit.edu/RES-2-006SU16
Instructor: Nicole Woon, Elaine Lee

Talk 5 - Nicole Woon and Elaine Lee from the Society of Women Engineers discuss SWE's background and opportunities for high school students.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['women', 'engineering', 'college', 'SWE', 'Society of Women Engineers']",
6,PLUl4u3cNGP615HAaYHGj9xugSAQay06Je,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016",UCEBb1b_L6zDS3xTUrIALZOw,10.0,30010.0,tJj6YN8peXU,Intro to Digital Cameras,4101.0,1144.0,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016
View the complete course: http://ocw.mit.edu/RES-2-006SU16
Instructor: Alex Lorman

Talk 3 - Alex Lorman provides an overview of digital cameras including a brief history of cameras, and how apertures and shutter speeds work.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['digital cameras', 'SLR', 'lenses', 'aperture', 'shutter speeds', 'focusing', 'depth of field', 'Raspberry Pi', 'mirrors', 'timelapse', 'film']",
7,PLUl4u3cNGP615HAaYHGj9xugSAQay06Je,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016",UCEBb1b_L6zDS3xTUrIALZOw,10.0,30010.0,A4IC92HVLLU,Image Processing,11667.0,656.0,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016
View the complete course: http://ocw.mit.edu/RES-2-006SU16
Instructor: Olivia Glennon

Talk 7 - Olivia Glennon from Fathom Information Design in Boston, MA discusses data visualization and information design.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['image processing', 'data visualization', 'coding', 'computer science', 'pixels', 'contrast', 'filters', 'x-rays', 'RGB', 'Instagram']",
8,PLUl4u3cNGP615HAaYHGj9xugSAQay06Je,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016",UCEBb1b_L6zDS3xTUrIALZOw,10.0,30010.0,OJPqzP54KiY,Closing Remarks,2347.0,536.0,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016
View the complete course: http://ocw.mit.edu/RES-2-006SU16
Instructor: Kristen Railey

Talk 8 - Kristen Railey provides closing remarks on the workshop and asks the participants about what they learned and what kinds of obstacles they solved.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['problem solving', 'Raspberry Pi', 'coding', 'processing', 'cameras', 'Instagram', 'filters', 'RGB values', 'grayscale']",
9,PLUl4u3cNGP615HAaYHGj9xugSAQay06Je,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016",UCEBb1b_L6zDS3xTUrIALZOw,10.0,30010.0,gXalqmV5ZEU,Instructor Insights: Image Processing Activity,1304.0,392.0,"MIT RES.2-006 Girls Who Build Cameras, Summer 2016
View the complete course: http://ocw.mit.edu/RES-2-006SU16
Instructor: Sara James

Sara James provides an overview of the four exercises (Instagram Filter, Image Flip, Single Color, Vignette) used in the image processing workshop for Girls Who Build.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu","['image processing', 'coding', 'programming', 'C++', 'Java', 'Python', 'variable declaration', 'setup', 'draw', 'mouseclick', 'RGB', 'Instagram']",
0,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,btZ-VFW4wpY,"Why Are You Here? Introduction to the Course, ""Intro to Solid-State Chemistry"" (Fall 2018)",31993.0,319.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Prof. Grossman talks about MIT and what students should expect to put in and get out of the course, 3.091 Introduction to Solid-State Chemistry.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['mens et manus', 'scientific method', 'atom', 'chemical reaction balancing', 'conservation of mass']",
1,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,8KQPpl77fuk,The Age of Atomic Design (Intro to Solid-State Chemistry),3955.0,225.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: how the world has changed as we developed the ability to design on the atomic scale.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['scientific method', 'atom', 'chemical reaction balancing', 'conservation of mass', 'combustion reaction']",
2,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,5jW7OA3pjSI,Haber-Bosch and Human Population (Intro to Solid-State Chemistry),2015.0,456.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: how a chemistry breakthrough allowed for exponential population growth.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['mole', ""Avogadro's number"", 'atomic mass units', 'AMUs', 'groups', 'Main Group Elements', 'Transition Elements']",
3,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,qpT5gDAQtD0,Television Screens (Intro to Solid-State Chemistry),1667.0,264.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: how the discovery of the electron led to new technology.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['cathode ray tube', 'televisions', 'magnetic fields', 'screens', 'coils', 'phosphors']",
4,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,wX32hH138Ws,Refrigerators and CFCs (Intro to Solid-State Chemistry),1581.0,360.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: what limits innovation, and government policy.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['Bohr model', 'quantization', 'ground state', 'excited states', 'absorption', 'emission']",
5,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,xALiVHvc7EU,Imaging with Electrons (Intro to Solid-State Chemistry),1396.0,487.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: viewing matter at different scales.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['photoelectric effect', 'Photo-Electron Spectroscopy', 'PES', 'wave-particle duality', 'Schrodinger Equation']",
6,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,UBGcs9r4U40,Quantum Domination (Intro to Solid-State Chemistry),1126.0,282.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: the limitless possibilities of nanotechnology.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['Schrodinger equation', 'orbital', 'wave functions']",
7,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,vGvnfTk5BFk,Hemodialysis (Intro to Solid-State Chemistry),946.0,172.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: Hemodialysis.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['hemodialysis', 'dialysis', 'Lattice energy', 'alumina filter']",
8,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,HBMHHwkTEJg,Danish Wind and Ions (Intro to Solid-State Chemistry),722.0,652.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: Danish Wind and Ions.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['Danish wind', 'ions', 'ionic bond', 'hydroelectricity', 'output vs. demand', 'solar']",
9,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,V4uZz6OO2bM,Cars and Carbon Dioxide (Intro to Solid-State Chemistry),1391.0,169.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: carbon dioxide and the solar radiation spectrum.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['covalent bonds', 'polarity', 'electronegativity', 'expanded octet']",
